,Unnamed: 0,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bins,Total_spaces_new
14167,14167,Hillside,3,h,Prof.,17/03/2018,18,3037,3,2,1,474,Western Metropolitan,5556,550000,Mederately close,6
14168,14168,Hoppers Crossing,3,h,Greg,17/03/2018,18.4,3029,3,1,3,624,Western Metropolitan,13830,482500,Mederately close,10
14169,14169,Hoppers Crossing,3,h,Greg,17/03/2018,18.4,3029,3,1,2,532,Western Metropolitan,13830,500000,Mederately close,6
14170,14170,Hoppers Crossing,3,h,hockingstuart,17/03/2018,18.4,3029,3,2,2,560,Western Metropolitan,13830,535000,Mederately close,7
14171,14171,Hoppers Crossing,3,h,hockingstuart,17/03/2018,18.4,3029,3,1,3,748,Western Metropolitan,13830,530000,Mederately close,7
14172,14172,Hoppers Crossing,3,h,YPA,17/03/2018,18.4,3029,3,2,1,392,Western Metropolitan,13830,473000,Mederately close,6
14173,14173,Hoppers Crossing,3,h,Greg,17/03/2018,18.4,3029,3,1,3,530,Western Metropolitan,13830,450000,Mederately close,8
14174,14174,Hoppers Crossing,3,h,Reliance,17/03/2018,18.4,3029,3,2,3,640,Western Metropolitan,13830,602000,Mederately close,10
14175,14175,Hoppers Crossing,3,h,Wyndham,17/03/2018,18.4,3029,3,1,1,345,Western Metropolitan,13830,475000,Mederately close,5
14176,14176,Hughesdale,4,h,Ray,17/03/2018,12.3,3166,4,2,2,455,Southern Metropolitan,3145,815000,Nearby,8
14177,14177,Ivanhoe,2,u,Miles,17/03/2018,7.8,3079,2,1,1,208,Eastern Metropolitan,5549,730000,Nearby,4
14178,14178,Ivanhoe,2,t,Nelson,17/03/2018,7.8,3079,3,1,1,236,Eastern Metropolitan,5549,755000,Nearby,5
14179,14179,Ivanhoe,2,h,Jellis,17/03/2018,7.8,3079,3,1,1,693.5,Eastern Metropolitan,5549,960000,Nearby,5
14180,14180,Ivanhoe,2,u,Miles,17/03/2018,7.8,3079,2,1,1,208,Eastern Metropolitan,5549,563000,Nearby,4
14181,14181,Jacana,3,h,RW,17/03/2018,14,3047,3,1,1,757,Northern Metropolitan,851,615000,Nearby,5
14182,14182,Jacana,3,u,Barry,17/03/2018,14,3047,1,1,1,50,Northern Metropolitan,851,440000,Nearby,3
14183,14183,Jacana,3,h,Nelson,17/03/2018,14,3047,3,1,1,600,Northern Metropolitan,851,575000,Nearby,5
14184,14184,Jacana,3,h,YPA,17/03/2018,14,3047,3,1,1,638,Northern Metropolitan,851,480000,Nearby,5
14185,14185,Kalkallo,3,h,Barry,17/03/2018,20.6,3064,3,1,1,1286.5,Northern Metropolitan,121,615000,Mederately close,5
14186,14186,Kealba,4,h,Barry,17/03/2018,14,3021,4,2,2,365,Western Metropolitan,1202,668500,Nearby,8
14187,14187,Keilor Downs,3,u,Barry,17/03/2018,15.5,3038,2,1,1,80,Western Metropolitan,3656,585000,Mederately close,4
14188,14188,Keilor Downs,3,u,Prof.,17/03/2018,15.5,3038,2,1,1,80,Western Metropolitan,3656,590000,Mederately close,4
14189,14189,Keilor East,5,h,Nelson,17/03/2018,11.7,3033,4,3,2,547,Western Metropolitan,5629,1080000,Nearby,10
14190,14190,Keilor East,2,u,Alexkarbon,17/03/2018,11.7,3033,2,1,1,80,Western Metropolitan,5629,636000,Nearby,4
14191,14191,Kensington,2,u,Jellis,17/03/2018,3.4,3031,1,1,1,50,Northern Metropolitan,5263,450000,Nearby,3
14192,14192,Kew,2,u,Jellis,17/03/2018,5.4,3101,1,1,1,50,Southern Metropolitan,10331,610000,Nearby,3
14193,14193,Kew,5,h,Kay,17/03/2018,5.4,3101,4,3,3,734,Southern Metropolitan,10331,3350000,Nearby,12
14194,14194,Kew,4,h,Jellis,17/03/2018,5.4,3101,4,2,2,612,Southern Metropolitan,10331,1925000,Nearby,8
14195,14195,Kew,4,h,Marshall,17/03/2018,5.4,3101,4,2,2,568,Southern Metropolitan,10331,1950000,Nearby,8
14196,14196,Kew,4,h,Marshall,17/03/2018,5.4,3101,4,2,2,621,Southern Metropolitan,10331,2810000,Nearby,8
14197,14197,Kew,3,h,Marshall,17/03/2018,5.4,3101,3,2,2,844,Southern Metropolitan,10331,3300000,Nearby,7
14198,14198,Kew,5,h,Marshall,17/03/2018,5.4,3101,4,2,2,660,Southern Metropolitan,10331,2600000,Nearby,9
14199,14199,Kew,2,u,RT,17/03/2018,5.4,3101,1,1,1,50,Southern Metropolitan,10331,490000,Nearby,3
14200,14200,Kew,4,h,Jellis,17/03/2018,5.4,3101,4,3,3,774,Southern Metropolitan,10331,3900000,Nearby,10
14201,14201,Kew East,3,h,Jellis,17/03/2018,7.3,3102,3,1,2,701,Southern Metropolitan,2671,1759000,Nearby,6
14202,14202,Kew East,2,u,Nelson,17/03/2018,7.3,3102,1,1,1,50,Southern Metropolitan,2671,960000,Nearby,3
14203,14203,Kew East,4,h,Jellis,17/03/2018,7.3,3102,4,2,2,808,Southern Metropolitan,2671,2400000,Nearby,8
14204,14204,Kilsyth,4,h,Barry,17/03/2018,26,3137,4,2,3,900,Eastern Metropolitan,4654,855000,Mederately close,10
14205,14205,Kilsyth,3,u,McGrath,17/03/2018,26,3137,2,1,1,208,Eastern Metropolitan,4654,630000,Mederately close,4
14206,14206,Kilsyth,2,u,Max,17/03/2018,26,3137,2,1,1,208,Eastern Metropolitan,4654,560000,Mederately close,4
14207,14207,Kings Park,3,h,Frank,17/03/2018,14,3021,3,1,3,706,Western Metropolitan,2878,585000,Nearby,8
14208,14208,Kings Park,2,u,YPA,17/03/2018,14,3021,2,1,1,80,Western Metropolitan,2878,440000,Nearby,4
14209,14209,Kingsville,4,h,Village,17/03/2018,6.4,3012,4,2,2,373,Western Metropolitan,1808,1480000,Nearby,8
14210,14210,Knoxfield,5,h,Ray,17/03/2018,23.3,3180,3,1,1,693.5,Eastern Metropolitan,2949,795000,Mederately close,5
14211,14211,Knoxfield,4,h,Barry,17/03/2018,23.3,3180,3,1,1,693.5,Eastern Metropolitan,2949,830000,Mederately close,5
14212,14212,Kooyong,2,u,Marshall,17/03/2018,5.9,3144,1,1,1,50,Southern Metropolitan,394,1310000,Nearby,3
14213,14213,Lalor,3,h,HAR,17/03/2018,16.3,3075,3,1,1,700,Northern Metropolitan,8279,784000,Mederately close,5
14214,14214,Lilydale,3,h,McGrath,17/03/2018,29.9,3140,3,2,1,649,Eastern Victoria,6732,660000,Mederately close,6
14215,14215,Lower Plenty,2,u,Ray,17/03/2018,14.6,3093,2,1,1,208,Eastern Metropolitan,1624,540000,Nearby,4
14216,14216,MacLeod,2,h,Ray,17/03/2018,12.7,3085,3,1,1,482,Northern Metropolitan,4168,907000,Nearby,5
14217,14217,MacLeod,3,t,Fletchers,17/03/2018,12.7,3085,2,1,1,145,Northern Metropolitan,4168,770000,Nearby,4
14218,14218,Maidstone,2,t,Burnham,17/03/2018,6.4,3012,2,1,1,200,Western Metropolitan,3873,600000,Nearby,4
14219,14219,Maidstone,2,u,Biggin,17/03/2018,6.4,3012,2,1,1,80,Western Metropolitan,3873,420000,Nearby,4
14220,14220,Maidstone,3,h,Biggin,17/03/2018,6.4,3012,3,1,2,427,Western Metropolitan,3873,830000,Nearby,6
14221,14221,Malvern,5,h,Marshall,17/03/2018,5.9,3144,4,3,2,879,Southern Metropolitan,4675,4510000,Nearby,10
14222,14222,Malvern,4,h,Marshall,17/03/2018,5.9,3144,4,3,2,465,Southern Metropolitan,4675,5040000,Nearby,9
14223,14223,Malvern,5,h,RT,17/03/2018,5.9,3144,4,3,3,900,Southern Metropolitan,4675,6300000,Nearby,13
14224,14224,Malvern East,4,t,Jellis,17/03/2018,8.4,3145,4,2,1,170,Southern Metropolitan,8801,1042000,Nearby,7
14225,14225,Malvern East,4,h,hockingstuart,17/03/2018,8.4,3145,4,2,2,647,Southern Metropolitan,8801,2105000,Nearby,8
14226,14226,Malvern East,3,h,Jellis,17/03/2018,8.4,3145,3,1,3,725,Southern Metropolitan,8801,1351000,Nearby,7
14227,14227,Maribyrnong,2,h,Sweeney,17/03/2018,4.3,3032,2,1,1,1286.5,Western Metropolitan,4918,527000,Nearby,4
14228,14228,Maribyrnong,4,h,Jellis,17/03/2018,4.3,3032,4,3,2,311,Western Metropolitan,4918,1440000,Nearby,10
14229,14229,Meadow Heights,3,h,Barry,17/03/2018,17.4,3048,3,1,1,487,Northern Metropolitan,4704,520000,Mederately close,5
14230,14230,Meadow Heights,3,h,HAR,17/03/2018,17.4,3048,3,1,1,650,Northern Metropolitan,4704,445000,Mederately close,5
14231,14231,Meadow Heights,3,h,HAR,17/03/2018,17.4,3048,3,1,2,563,Northern Metropolitan,4704,510500,Mederately close,6
14232,14232,Meadow Heights,3,h,Barry,17/03/2018,17.4,3048,3,2,1,470,Northern Metropolitan,4704,480000,Mederately close,6
14233,14233,Meadow Heights,4,h,Brad,17/03/2018,17.4,3048,4,2,2,510,Northern Metropolitan,4704,460000,Mederately close,8
14234,14234,Melbourne,1,u,Dingle,17/03/2018,0,3000,1,1,1,50,Northern Metropolitan,17496,415000,Nearby,3
14235,14235,Melbourne,2,u,Noel,17/03/2018,0,3000,1,1,1,50,Northern Metropolitan,17496,1260000,Nearby,3
14236,14236,Melbourne,2,u,Beller,17/03/2018,0,3000,1,1,1,50,Northern Metropolitan,17496,650000,Nearby,3
14237,14237,Melton South,3,h,hockingstuart,17/03/2018,29.8,3338,3,1,3,603,Western Victoria,4718,443000,Mederately close,7
14238,14238,Melton West,3,h,FN,17/03/2018,31.7,3337,3,2,3,879,Northern Victoria,6065,465000,Far,10
14239,14239,Mentone,3,t,hockingstuart,17/03/2018,20,3194,2,1,1,248,South-Eastern Metropolitan,6162,1070000,Mederately close,4
14240,14240,Mentone,4,h,hockingstuart,17/03/2018,20,3194,4,3,1,635,South-Eastern Metropolitan,6162,1530000,Mederately close,8
14241,14241,Mentone,4,h,Buxton,17/03/2018,20,3194,4,2,2,604,South-Eastern Metropolitan,6162,1535000,Mederately close,8
14242,14242,Mernda,3,h,RW,17/03/2018,25.9,3754,3,2,1,336,Northern Metropolitan,5812,508000,Mederately close,6
14243,14243,Mernda,4,h,HAR,17/03/2018,25.9,3754,4,2,2,553,Northern Metropolitan,5812,720000,Mederately close,8
14244,14244,Mernda,4,h,Love,17/03/2018,25.9,3754,4,2,2,336,Northern Metropolitan,5812,500000,Mederately close,8
14245,14245,Middle Park,2,u,Gary,17/03/2018,3,3206,1,1,1,50,Southern Metropolitan,2019,1150000,Nearby,3
14246,14246,Middle Park,4,h,Cayzer,17/03/2018,3,3206,4,2,0,199,Southern Metropolitan,2019,2650000,Nearby,6
14247,14247,Mill Park,4,h,Barry,17/03/2018,17.9,3082,4,2,1,604,Northern Metropolitan,10529,737500,Mederately close,7
14248,14248,Mill Park,3,h,Barry,17/03/2018,17.9,3082,3,2,3,533,Northern Metropolitan,10529,640000,Mederately close,8
14249,14249,Mill Park,3,h,Ray,17/03/2018,17.9,3082,3,2,2,617,Northern Metropolitan,10529,665000,Mederately close,7
14250,14250,Mill Park,3,h,Ray,17/03/2018,17.9,3082,3,1,2,644,Northern Metropolitan,10529,625000,Mederately close,6
14251,14251,Mill Park,3,h,Ray,17/03/2018,17.9,3082,3,1,2,531,Northern Metropolitan,10529,590000,Mederately close,6
14252,14252,Mill Park,3,h,Ray,17/03/2018,17.9,3082,3,2,2,604,Northern Metropolitan,10529,620000,Mederately close,7
14253,14253,Mitcham,2,h,Ray,17/03/2018,17.2,3132,2,1,1,461,Eastern Metropolitan,6871,845000,Mederately close,4
14254,14254,Mitcham,3,h,Noel,17/03/2018,17.2,3132,3,1,1,693.5,Eastern Metropolitan,6871,720000,Mederately close,5
14255,14255,Mitcham,3,t,Hoskins,17/03/2018,17.2,3132,3,1,1,236,Eastern Metropolitan,6871,820000,Mederately close,5
14256,14256,Mitcham,4,h,Noel,17/03/2018,17.2,3132,4,2,2,507,Eastern Metropolitan,6871,1212000,Mederately close,8
14257,14257,Mitcham,2,u,Noel,17/03/2018,17.2,3132,2,1,1,208,Eastern Metropolitan,6871,650000,Mederately close,4
14258,14258,Mitcham,2,t,Barry,17/03/2018,17.2,3132,3,1,1,236,Eastern Metropolitan,6871,730000,Mederately close,5
14259,14259,Mont Albert,4,h,Marshall,17/03/2018,10.2,3127,4,3,1,553,Eastern Metropolitan,2079,2300000,Nearby,8
14260,14260,Mont Albert,2,u,hockingstuart,17/03/2018,10.2,3127,2,1,1,208,Eastern Metropolitan,2079,700000,Nearby,4
14261,14261,Montmorency,5,h,Jellis,17/03/2018,16.2,3094,4,3,2,849,Eastern Metropolitan,3891,980000,Mederately close,10
14262,14262,Montmorency,3,h,Jellis,17/03/2018,16.2,3094,3,1,1,693.5,Eastern Metropolitan,3891,1080500,Mederately close,5
14263,14263,Moonee Ponds,4,h,Jellis,17/03/2018,6.2,3039,4,2,1,438,Western Metropolitan,6232,1835000,Nearby,7
14264,14264,Moonee Ponds,3,h,McDonald,17/03/2018,6.2,3039,3,2,2,525,Western Metropolitan,6232,1800000,Nearby,7
14265,14265,Moonee Ponds,4,h,Nelson,17/03/2018,6.2,3039,4,2,2,596,Western Metropolitan,6232,1683000,Nearby,8
14266,14266,Moonee Ponds,4,h,McDonald,17/03/2018,6.2,3039,4,2,2,550,Western Metropolitan,6232,1800000,Nearby,8
14267,14267,Moonee Ponds,4,h,Jellis,17/03/2018,6.2,3039,4,1,1,669,Western Metropolitan,6232,1782000,Nearby,6
14268,14268,Moorabbin,2,u,Obrien,17/03/2018,14.3,3189,1,1,1,50,Southern Metropolitan,2555,607000,Nearby,3
14269,14269,Moorabbin,2,u,Ray,17/03/2018,14.3,3189,1,1,1,50,Southern Metropolitan,2555,605000,Nearby,3
14270,14270,Moorabbin,3,h,Woodards,17/03/2018,14.3,3189,3,1,3,636,Southern Metropolitan,2555,1100000,Nearby,7
14271,14271,Moorabbin,2,u,Jellis,17/03/2018,14.3,3189,1,1,1,50,Southern Metropolitan,2555,540000,Nearby,3
14272,14272,Mooroolbark,3,h,McGrath,17/03/2018,26.5,3138,3,1,2,1280,Eastern Victoria,8280,650000,Mederately close,6
14273,14273,Mooroolbark,4,h,Barry,17/03/2018,26.5,3138,4,2,1,983,Eastern Victoria,8280,790000,Mederately close,7
14274,14274,Mooroolbark,3,h,Fletchers,17/03/2018,26.5,3138,3,2,2,862,Eastern Victoria,8280,940000,Mederately close,7
14275,14275,Mordialloc,3,h,Barry,17/03/2018,21.5,3195,3,1,2,632,South-Eastern Metropolitan,3650,1055000,Mederately close,6
14276,14276,Mount Waverley,4,h,Stockdale,17/03/2018,14.2,3149,4,1,1,738,Eastern Metropolitan,13366,1378000,Nearby,6
14277,14277,Mount Waverley,5,h,Jellis,17/03/2018,14.2,3149,4,2,2,1058,Eastern Metropolitan,13366,855000,Nearby,9
14278,14278,Mount Waverley,4,h,Jellis,17/03/2018,14.2,3149,4,2,2,733,Eastern Metropolitan,13366,1092000,Nearby,8
14279,14279,Mount Waverley,4,h,Biggin,17/03/2018,14.2,3149,4,2,2,806,Eastern Metropolitan,13366,1705000,Nearby,8
14280,14280,Mount Waverley,3,h,McGrath/First,17/03/2018,14.2,3149,3,1,2,660,Eastern Metropolitan,13366,1000000,Nearby,6
14281,14281,Mount Waverley,3,h,Barry,17/03/2018,14.2,3149,3,1,2,724,Eastern Metropolitan,13366,1400000,Nearby,6
14282,14282,Mount Waverley,4,h,McGrath,17/03/2018,14.2,3149,4,2,2,673,Eastern Metropolitan,13366,1500000,Nearby,8
14283,14283,Mulgrave,3,h,Harcourts,17/03/2018,18.8,3170,3,1,2,648,South-Eastern Metropolitan,7113,960000,Mederately close,6
14284,14284,Murrumbeena,3,h,Woodards,17/03/2018,10.1,3163,3,2,1,636,Southern Metropolitan,4442,1300000,Nearby,6
14285,14285,Murrumbeena,1,u,Woodards,17/03/2018,10.1,3163,1,1,1,50,Southern Metropolitan,4442,300000,Nearby,3
14286,14286,Murrumbeena,3,h,Jellis,17/03/2018,10.1,3163,3,1,3,663,Southern Metropolitan,4442,1352500,Nearby,8
14287,14287,Newport,5,h,Williams,17/03/2018,6.2,3015,4,2,3,479,Western Metropolitan,5498,1680000,Nearby,10
14288,14288,Newport,2,u,Village,17/03/2018,6.2,3015,2,1,1,80,Western Metropolitan,5498,530000,Nearby,4
14289,14289,Newport,2,h,Greg,17/03/2018,6.2,3015,2,1,2,173,Western Metropolitan,5498,850000,Nearby,5
14290,14290,Newport,2,t,Village,17/03/2018,6.2,3015,2,1,1,200,Western Metropolitan,5498,625000,Nearby,4
14291,14291,Newport,3,h,hockingstuart,17/03/2018,6.2,3015,3,1,3,528,Western Metropolitan,5498,1030000,Nearby,7
14292,14292,Newport,3,h,Williams,17/03/2018,6.2,3015,3,1,1,305,Western Metropolitan,5498,881000,Nearby,5
14293,14293,Niddrie,3,h,Barry,17/03/2018,10.4,3042,3,1,3,650,Western Metropolitan,2291,1355000,Nearby,8
14294,14294,Niddrie,4,h,Nelson,17/03/2018,10.4,3042,4,3,2,344,Western Metropolitan,2291,1340000,Nearby,9
14295,14295,Niddrie,4,h,Nelson,17/03/2018,10.4,3042,4,3,2,314,Western Metropolitan,2291,1300000,Nearby,9
14296,14296,Noble Park,3,h,C21,17/03/2018,22.7,3174,3,1,1,533,South-Eastern Metropolitan,11806,680000,Mederately close,5
14297,14297,North Melbourne,3,u,W.B.,17/03/2018,1.8,3051,1,1,1,50,Northern Metropolitan,6821,617500,Nearby,3
14298,14298,North Melbourne,2,u,hockingstuart,17/03/2018,1.8,3051,1,1,1,50,Northern Metropolitan,6821,1605000,Nearby,3
14299,14299,North Melbourne,3,h,Peter,17/03/2018,1.8,3051,3,2,2,214,Northern Metropolitan,6821,1270000,Nearby,7
14300,14300,North Melbourne,2,t,Alexkarbon,17/03/2018,1.8,3051,2,1,1,1145,Northern Metropolitan,6821,810000,Nearby,4
14301,14301,Northcote,2,h,Nelson,17/03/2018,5.3,3070,2,1,1,130,Northern Metropolitan,11364,940000,Nearby,4
14302,14302,Northcote,2,h,Nelson,17/03/2018,5.3,3070,2,1,1,240,Northern Metropolitan,11364,1010000,Nearby,4
14303,14303,Northcote,4,h,Jellis,17/03/2018,5.3,3070,4,1,2,378,Northern Metropolitan,11364,1750000,Nearby,7
14304,14304,Northcote,2,u,Nelson,17/03/2018,5.3,3070,1,1,1,50,Northern Metropolitan,11364,480000,Nearby,3
14305,14305,Northcote,3,h,McGrath,17/03/2018,5.3,3070,3,1,1,222,Northern Metropolitan,11364,1225000,Nearby,5
14306,14306,Northcote,3,h,Jellis,17/03/2018,5.3,3070,3,1,1,423,Northern Metropolitan,11364,2125000,Nearby,5
14307,14307,Northcote,1,u,Woodards,17/03/2018,5.3,3070,1,1,1,50,Northern Metropolitan,11364,375000,Nearby,3
14308,14308,Northcote,4,h,Woodards,17/03/2018,5.3,3070,4,1,1,561,Northern Metropolitan,11364,1610000,Nearby,6
14309,14309,Nunawading,3,h,Noel,17/03/2018,15.4,3131,3,1,3,631,Eastern Metropolitan,4973,950000,Mederately close,8
14310,14310,Nunawading,3,h,Noel,17/03/2018,15.4,3131,3,1,1,728,Eastern Metropolitan,4973,1115000,Mederately close,5
14311,14311,Nunawading,3,u,Fletchers,17/03/2018,15.4,3131,2,1,1,208,Eastern Metropolitan,4973,650000,Mederately close,4
14312,14312,Nunawading,3,h,Jellis,17/03/2018,15.4,3131,3,2,1,711,Eastern Metropolitan,4973,1105000,Mederately close,6
14313,14313,Oak Park,3,h,Nelson,17/03/2018,11.2,3046,3,1,1,754,Northern Metropolitan,2651,1099000,Nearby,5
14314,14314,Oak Park,3,u,D'Aprano,17/03/2018,11.2,3046,1,1,1,50,Northern Metropolitan,2651,555000,Nearby,3
14315,14315,Oak Park,3,u,Brad,17/03/2018,11.2,3046,1,1,1,50,Northern Metropolitan,2651,780000,Nearby,3
14316,14316,Oak Park,2,u,Brad,17/03/2018,11.2,3046,1,1,1,50,Northern Metropolitan,2651,541000,Nearby,3
14317,14317,Oakleigh,3,h,Woodards,17/03/2018,12.3,3166,3,1,1,593,Southern Metropolitan,3224,905000,Nearby,5
14318,14318,Oakleigh South,3,h,Ray,17/03/2018,15.5,3167,3,1,1,534,South-Eastern Metropolitan,3692,898000,Mederately close,5
14319,14319,Parkdale,4,h,Buxton,17/03/2018,21.5,3195,4,2,2,650,South-Eastern Metropolitan,5087,1100000,Mederately close,8
14320,14320,Parkdale,2,u,O'Brien,17/03/2018,21.5,3195,2,1,1,210,South-Eastern Metropolitan,5087,700000,Mederately close,4
14321,14321,Parkdale,2,u,Buxton,17/03/2018,21.5,3195,2,1,1,210,South-Eastern Metropolitan,5087,562500,Mederately close,4
14322,14322,Pascoe Vale,2,u,Brad,17/03/2018,8.5,3044,2,1,1,167,Northern Metropolitan,7485,660000,Nearby,4
14323,14323,Pascoe Vale,4,h,Nelson,17/03/2018,8.5,3044,3,1,1,482,Northern Metropolitan,7485,900000,Nearby,5
14324,14324,Pascoe Vale,2,h,Nelson,17/03/2018,8.5,3044,2,1,1,486,Northern Metropolitan,7485,852000,Nearby,4
14325,14325,Pascoe Vale,4,h,Jellis,17/03/2018,8.5,3044,4,2,2,283,Northern Metropolitan,7485,863000,Nearby,8
14326,14326,Pascoe Vale,2,h,Nelson,17/03/2018,8.5,3044,3,1,1,482,Northern Metropolitan,7485,636000,Nearby,5
14327,14327,Pascoe Vale,2,t,Pagan,17/03/2018,8.5,3044,2,1,1,145,Northern Metropolitan,7485,548000,Nearby,4
14328,14328,Pascoe Vale,3,h,Brad,17/03/2018,8.5,3044,3,1,2,500,Northern Metropolitan,7485,830000,Nearby,6
14329,14329,Patterson Lakes,3,u,Area,17/03/2018,31.2,3197,2,1,1,210,South-Eastern Metropolitan,3351,607000,Far,4
14330,14330,Patterson Lakes,4,h,Buxton,17/03/2018,31.2,3197,4,2,2,460,South-Eastern Metropolitan,3351,975000,Far,8
14331,14331,Point Cook,3,u,Barry,17/03/2018,14.7,3030,2,1,1,80,Western Metropolitan,15542,485000,Nearby,4
14332,14332,Point Cook,4,h,Point,17/03/2018,14.7,3030,4,2,2,540,Western Metropolitan,15542,738000,Nearby,8
14333,14333,Point Cook,4,h,Barry,17/03/2018,14.7,3030,4,2,2,700,Western Metropolitan,15542,830000,Nearby,8
14334,14334,Port Melbourne,2,u,Greg,17/03/2018,3.5,3207,1,1,1,50,Southern Metropolitan,8648,865000,Nearby,3
14335,14335,Port Melbourne,3,h,Greg,17/03/2018,3.5,3207,3,1,1,323,Southern Metropolitan,8648,1276000,Nearby,5
14336,14336,Port Melbourne,4,h,Marshall,17/03/2018,3.5,3207,4,1,1,329,Southern Metropolitan,8648,1820000,Nearby,6
14337,14337,Port Melbourne,3,u,Greg,17/03/2018,3.5,3207,1,1,1,50,Southern Metropolitan,8648,1110000,Nearby,3
14338,14338,Port Melbourne,2,u,Home,17/03/2018,3.5,3207,1,1,1,50,Southern Metropolitan,8648,1300000,Nearby,3
14339,14339,Prahran,4,h,Marshall,17/03/2018,4.6,3181,4,3,2,164,Southern Metropolitan,7717,2420000,Nearby,9
14340,14340,Prahran,2,u,McGrath,17/03/2018,4.6,3181,1,1,1,50,Southern Metropolitan,7717,788000,Nearby,3
14341,14341,Prahran,2,h,Biggin,17/03/2018,4.6,3181,2,2,0,164,Southern Metropolitan,7717,1350000,Nearby,4
14342,14342,Prahran,2,u,Kay,17/03/2018,4.6,3181,1,1,1,50,Southern Metropolitan,7717,720000,Nearby,3
14343,14343,Preston,2,t,Ray,17/03/2018,8.4,3072,2,1,2,152,Northern Metropolitan,14577,635000,Nearby,5
14344,14344,Preston,3,h,Nelson,17/03/2018,8.4,3072,3,1,1,353,Northern Metropolitan,14577,1000000,Nearby,5
14345,14345,Preston,3,h,McGrath,17/03/2018,8.4,3072,3,2,1,206,Northern Metropolitan,14577,1250000,Nearby,6
14346,14346,Preston,3,h,New,17/03/2018,8.4,3072,3,1,3,475,Northern Metropolitan,14577,870000,Nearby,8
14347,14347,Preston,3,h,Nelson,17/03/2018,8.4,3072,3,1,2,535,Northern Metropolitan,14577,1085000,Nearby,6
14348,14348,Preston,3,h,Nelson,17/03/2018,8.4,3072,3,1,1,650,Northern Metropolitan,14577,752000,Nearby,5
14349,14349,Preston,2,u,Purplebricks,17/03/2018,8.4,3072,1,1,1,50,Northern Metropolitan,14577,350000,Nearby,3
14350,14350,Princes Hill,2,h,Woodards,17/03/2018,3.5,3054,2,2,1,124,Northern Metropolitan,1008,1530000,Nearby,5
14351,14351,Reservoir,3,u,HAR,17/03/2018,12,3073,1,1,1,50,Northern Metropolitan,21650,725000,Nearby,3
14352,14352,Reservoir,2,u,Love,17/03/2018,12,3073,1,1,1,50,Northern Metropolitan,21650,570000,Nearby,3
14353,14353,Reservoir,3,h,Barry,17/03/2018,12,3073,3,1,3,625,Northern Metropolitan,21650,1022000,Nearby,7
14354,14354,Reservoir,2,h,Ray,17/03/2018,12,3073,2,1,1,144,Northern Metropolitan,21650,445000,Nearby,4
14355,14355,Reservoir,2,h,RW,17/03/2018,12,3073,2,2,2,192,Northern Metropolitan,21650,730000,Nearby,6
14356,14356,Reservoir,3,h,Nelson,17/03/2018,12,3073,3,1,2,587,Northern Metropolitan,21650,730000,Nearby,6
14357,14357,Reservoir,3,h,Nelson,17/03/2018,12,3073,3,1,2,515,Northern Metropolitan,21650,947500,Nearby,6
14358,14358,Reservoir,3,t,Ray,17/03/2018,12,3073,3,2,1,208,Northern Metropolitan,21650,691000,Nearby,6
14359,14359,Reservoir,2,t,Ray,17/03/2018,12,3073,2,1,1,145,Northern Metropolitan,21650,626000,Nearby,4
14360,14360,Reservoir,2,u,Love,17/03/2018,12,3073,1,1,1,50,Northern Metropolitan,21650,591501,Nearby,3
14361,14361,Reservoir,3,h,Nelson,17/03/2018,12,3073,3,1,1,482,Northern Metropolitan,21650,800000,Nearby,5
14362,14362,Reservoir,3,h,Barry,17/03/2018,12,3073,3,2,1,289,Northern Metropolitan,21650,651000,Nearby,6
14363,14363,Reservoir,3,h,Love,17/03/2018,12,3073,3,1,1,572,Northern Metropolitan,21650,1029000,Nearby,5
14364,14364,Reservoir,2,h,Nelson,17/03/2018,12,3073,3,1,1,482,Northern Metropolitan,21650,522500,Nearby,5
14365,14365,Reservoir,3,h,hockingstuart,17/03/2018,12,3073,3,1,1,239,Northern Metropolitan,21650,728000,Nearby,5
14366,14366,Richmond,3,h,Biggin,17/03/2018,2.4,3121,3,2,1,144,Northern Metropolitan,14949,1798000,Nearby,6
14367,14367,Richmond,2,t,Jellis,17/03/2018,2.4,3121,2,1,1,79,Northern Metropolitan,14949,1000000,Nearby,4
14368,14368,Richmond,3,h,Biggin,17/03/2018,2.4,3121,3,2,1,109,Northern Metropolitan,14949,1150000,Nearby,6
14369,14369,Richmond,3,t,Jellis,17/03/2018,2.4,3121,3,2,1,104,Northern Metropolitan,14949,1150000,Nearby,6
14370,14370,Richmond,3,h,hockingstuart,17/03/2018,2.4,3121,3,3,2,285,Northern Metropolitan,14949,2210000,Nearby,8
14371,14371,Richmond,1,u,Biggin,17/03/2018,2.4,3121,1,1,1,50,Northern Metropolitan,14949,380000,Nearby,3
14372,14372,Richmond,1,u,Dingle,17/03/2018,2.4,3121,1,1,1,50,Northern Metropolitan,14949,340000,Nearby,3
14373,14373,Richmond,1,u,hockingstuart,17/03/2018,2.4,3121,1,1,1,50,Northern Metropolitan,14949,350000,Nearby,3
14374,14374,Richmond,3,h,Biggin,17/03/2018,2.4,3121,3,1,3,370,Northern Metropolitan,14949,1530000,Nearby,7
14375,14375,Richmond,4,u,Jellis,17/03/2018,2.4,3121,1,1,1,50,Northern Metropolitan,14949,1075000,Nearby,3
