,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bins,Total_spaces_new
15237,Reservoir,3,h,RW,2016-09-17,11.2,3073.0,3,1,1,482.0,Northern Metropolitan,21650,680000,Nearby,5
15238,Richmond,3,h,Biggin,2016-09-17,2.6,3121.0,3,3,1,58.0,Northern Metropolitan,14949,900000,Nearby,7
15239,Richmond,3,h,Marshall,2016-09-17,2.6,3121.0,3,1,3,210.0,Northern Metropolitan,14949,1695000,Nearby,7
15240,Richmond,3,h,Nelson,2016-09-17,2.6,3121.0,3,1,1,301.0,Northern Metropolitan,14949,1365000,Nearby,5
15241,Richmond,2,h,Biggin,2016-09-17,2.6,3121.0,2,1,0,158.0,Northern Metropolitan,14949,1088000,Nearby,3
15242,Richmond,3,h,hockingstuart,2016-09-17,2.6,3121.0,4,1,2,332.0,Northern Metropolitan,14949,1765000,Nearby,7
15243,Richmond,2,t,Morleys,2016-09-17,2.6,3121.0,2,1,1,145.0,Northern Metropolitan,14949,750000,Nearby,4
15244,Richmond,3,h,Biggin,2016-09-17,2.6,3121.0,3,1,1,482.0,Northern Metropolitan,14949,961000,Nearby,5
15245,Richmond,2,h,Biggin,2016-09-17,2.6,3121.0,2,1,2,200.0,Northern Metropolitan,14949,1045000,Nearby,5
15246,Richmond,4,h,Collins,2016-09-17,2.6,3121.0,4,2,1,263.0,Northern Metropolitan,14949,1591000,Nearby,7
15247,Richmond,1,u,hockingstuart,2016-09-17,2.6,3121.0,1,1,1,50.0,Northern Metropolitan,14949,402000,Nearby,3
15248,Rosanna,3,h,Fletchers,2016-09-17,11.4,3084.0,3,2,1,323.0,Eastern Metropolitan,3540,1012000,Nearby,6
15249,Rosanna,3,h,Miles,2016-09-17,11.4,3084.0,3,1,2,927.0,Eastern Metropolitan,3540,1020000,Nearby,6
15250,Seddon,2,h,Biggin,2016-09-17,6.6,3011.0,2,2,1,228.0,Western Metropolitan,2417,822500,Nearby,5
15251,South Melbourne,2,u,Marshall,2016-09-17,2.1,3205.0,2,2,2,50.0,Southern Metropolitan,5943,1050000,Nearby,6
15252,South Melbourne,2,h,Greg,2016-09-17,2.1,3205.0,2,1,2,185.0,Southern Metropolitan,5943,1100000,Nearby,5
15253,South Melbourne,3,h,Greg,2016-09-17,2.1,3205.0,3,2,1,108.0,Southern Metropolitan,5943,1250000,Nearby,6
15254,South Melbourne,3,h,Marshall,2016-09-17,2.1,3205.0,3,2,0,204.0,Southern Metropolitan,5943,1650000,Nearby,5
15255,South Yarra,3,u,Kay,2016-09-17,3.3,3141.0,3,2,3,6111.0,Southern Metropolitan,14887,805000,Nearby,8
15256,South Yarra,2,u,Thomson,2016-09-17,3.3,3141.0,2,1,1,50.0,Southern Metropolitan,14887,630000,Nearby,4
15257,South Yarra,2,u,Jellis,2016-09-17,3.3,3141.0,2,1,2,50.0,Southern Metropolitan,14887,600000,Nearby,5
15258,South Yarra,3,h,Jellis,2016-09-17,3.3,3141.0,3,2,1,198.0,Southern Metropolitan,14887,1780000,Nearby,6
15259,South Yarra,1,h,Marshall,2016-09-17,3.3,3141.0,1,1,1,569.0,Southern Metropolitan,14887,2115000,Nearby,3
15260,South Yarra,1,u,hockingstuart,2016-09-17,3.3,3141.0,1,1,0,50.0,Southern Metropolitan,14887,523000,Nearby,2
15261,Spotswood,3,h,Williams,2016-09-17,7.7,3015.0,2,1,3,459.0,Western Metropolitan,1223,835000,Nearby,6
15262,Spotswood,4,t,Jas,2016-09-17,7.7,3015.0,3,3,2,278.0,Western Metropolitan,1223,840000,Nearby,8
15263,Strathmore,3,h,McDonald,2016-09-17,9.7,3041.0,3,2,4,722.0,Western Metropolitan,3284,1500000,Nearby,9
15264,Sunshine,2,h,Bells,2016-09-17,12.6,3020.0,2,1,2,204.0,Western Metropolitan,3755,611000,Nearby,5
15265,Sunshine,3,h,Bells,2016-09-17,12.6,3020.0,3,1,1,497.0,Western Metropolitan,3755,655000,Nearby,5
15266,Sunshine North,3,h,Douglas,2016-09-17,13.3,3020.0,3,1,1,619.0,Western Metropolitan,4217,621000,Nearby,5
15267,Sunshine West,3,h,Douglas,2016-09-17,13.5,3020.0,3,1,2,686.0,Western Metropolitan,6763,575000,Nearby,6
15268,Surrey Hills,3,h,Marshall,2016-09-17,11.2,3127.0,3,2,1,247.0,Southern Metropolitan,5457,1150000,Nearby,6
15269,Surrey Hills,2,u,Fletchers,2016-09-17,11.2,3127.0,2,1,2,165.0,Southern Metropolitan,5457,823000,Nearby,5
15270,Surrey Hills,5,h,Marshall,2016-09-17,11.2,3127.0,5,4,3,827.0,Southern Metropolitan,5457,2100000,Nearby,12
15271,Surrey Hills,2,t,Jellis,2016-09-17,11.2,3127.0,1,2,1,88.0,Southern Metropolitan,5457,770500,Nearby,4
15272,Surrey Hills,4,h,Jellis,2016-09-17,11.2,3127.0,3,2,2,457.0,Southern Metropolitan,5457,1250000,Nearby,7
15273,Surrey Hills,2,u,Noel,2016-09-17,11.2,3127.0,2,1,1,101.0,Southern Metropolitan,5457,600000,Nearby,4
15274,Templestowe Lower,3,h,Barry,2016-09-17,13.8,3107.0,3,1,1,693.5,Eastern Metropolitan,5420,905000,Nearby,5
15275,Templestowe Lower,4,h,Fletchers,2016-09-17,13.8,3107.0,4,3,2,740.0,Eastern Metropolitan,5420,1325000,Nearby,9
15276,Thornbury,3,h,Jellis,2016-09-17,6.5,3071.0,2,2,1,417.0,Northern Metropolitan,8870,1400000,Nearby,5
15277,Thornbury,3,h,Nelson,2016-09-17,6.5,3071.0,3,2,2,430.0,Northern Metropolitan,8870,1200000,Nearby,7
15278,Thornbury,3,h,Nelson,2016-09-17,6.5,3071.0,2,1,2,410.0,Northern Metropolitan,8870,920000,Nearby,5
15279,Thornbury,3,h,Nelson,2016-09-17,6.5,3071.0,3,1,1,562.0,Northern Metropolitan,8870,1110000,Nearby,5
15280,Thornbury,3,h,Nelson,2016-09-17,6.5,3071.0,3,2,1,345.0,Northern Metropolitan,8870,1200000,Nearby,6
15281,Thornbury,2,u,Nelson,2016-09-17,6.5,3071.0,2,1,2,50.0,Northern Metropolitan,8870,560000,Nearby,5
15282,Thornbury,2,u,Love,2016-09-17,6.5,3071.0,1,1,1,50.0,Northern Metropolitan,8870,646000,Nearby,3
15283,Toorak,3,t,Rodney,2016-09-17,4.6,3142.0,3,2,2,339.0,Southern Metropolitan,7217,2050000,Nearby,7
15284,Toorak,5,h,Matthew,2016-09-17,4.6,3142.0,3,1,0,333.0,Southern Metropolitan,7217,2170000,Nearby,4
15285,Toorak,3,u,RT,2016-09-17,4.6,3142.0,1,1,1,50.0,Southern Metropolitan,7217,2100000,Nearby,3
15286,Viewbank,3,h,Miles,2016-09-17,13.8,3084.0,3,1,1,693.5,Eastern Metropolitan,2698,970000,Nearby,5
15287,Viewbank,4,h,Miles,2016-09-17,13.8,3084.0,4,2,2,648.0,Eastern Metropolitan,2698,1042500,Nearby,8
15288,Viewbank,5,h,Nelson,2016-09-17,13.8,3084.0,5,3,2,531.0,Eastern Metropolitan,2698,1025000,Nearby,10
15289,West Melbourne,4,u,MICM,2016-09-17,1.9,3003.0,1,1,1,50.0,Northern Metropolitan,2230,860000,Nearby,3
15290,Williamstown,2,h,Hunter,2016-09-17,8.0,3016.0,2,2,1,193.0,Western Metropolitan,6380,895000,Nearby,5
15291,Williamstown,2,h,Greg,2016-09-17,8.0,3016.0,3,1,1,537.0,Western Metropolitan,6380,890000,Nearby,5
15292,Williamstown,2,u,Williams,2016-09-17,8.0,3016.0,2,1,1,50.0,Western Metropolitan,6380,375000,Nearby,4
15293,Yallambie,3,h,hockingstuart,2016-09-17,15.0,3085.0,3,1,1,706.0,Northern Metropolitan,1369,650000,Mederately close,5
15294,Yarraville,1,u,Sweeney,2016-09-17,7.0,3013.0,1,1,1,50.0,Western Metropolitan,6543,381000,Nearby,3
15295,Yarraville,3,h,Sweeney,2016-09-17,7.0,3013.0,3,1,1,537.0,Western Metropolitan,6543,876000,Nearby,5
15296,Yarraville,4,h,hockingstuart,2016-09-17,7.0,3013.0,4,2,2,482.0,Western Metropolitan,6543,1150000,Nearby,8
15297,Aberfeldie,3,h,Barry,2016-09-17,9.1,3040.0,3,1,1,465.0,Western Metropolitan,1543,1190000,Nearby,5
15298,Brunswick East,2,u,LITTLE,2016-09-17,4.5,3057.0,2,2,1,50.0,Northern Metropolitan,5533,590000,Nearby,5
15299,Brunswick East,2,h,Nelson,2016-09-17,4.5,3057.0,2,1,1,148.0,Northern Metropolitan,5533,1024000,Nearby,4
15300,Brunswick East,2,h,Nelson,2016-09-17,4.5,3057.0,3,1,1,482.0,Northern Metropolitan,5533,800000,Nearby,5
15301,Campbellfield,3,h,Barry,2016-09-17,14.5,3061.0,3,1,1,482.0,Northern Metropolitan,1889,500000,Nearby,5
15302,Carlton,3,h,Nelson,2016-09-17,1.8,3053.0,2,3,1,50.0,Northern Metropolitan,6786,1600000,Nearby,6
15303,Essendon West,3,h,Brad,2016-09-17,9.8,3040.0,3,2,2,544.0,Western Metropolitan,588,925000,Nearby,7
15304,Fawkner,3,h,Stockdale,2016-09-17,12.4,3060.0,9,6,2,592.0,Northern Metropolitan,5070,751000,Nearby,17
15305,Fawkner,3,h,Ray,2016-09-17,12.4,3060.0,3,1,4,528.0,Northern Metropolitan,5070,609000,Nearby,8
15306,Fawkner,3,h,Brad,2016-09-17,12.4,3060.0,3,1,2,531.0,Northern Metropolitan,5070,605000,Nearby,6
15307,Fawkner,3,h,hockingstuart,2016-09-17,12.4,3060.0,3,1,1,646.0,Northern Metropolitan,5070,691500,Nearby,5
15308,Hawthorn East,4,h,Jellis,2016-09-17,7.5,3123.0,4,2,2,749.0,Southern Metropolitan,6482,1920000,Nearby,8
15309,Hawthorn East,3,h,Marshall,2016-09-17,7.5,3123.0,3,1,2,362.0,Southern Metropolitan,6482,1420000,Nearby,6
15310,Hawthorn East,2,u,Noel,2016-09-17,7.5,3123.0,1,1,1,50.0,Southern Metropolitan,6482,400000,Nearby,3
15311,Hawthorn East,3,t,Jellis,2016-09-17,7.5,3123.0,3,2,2,50.0,Southern Metropolitan,6482,1790000,Nearby,7
15312,Hawthorn East,3,h,Marshall,2016-09-17,7.5,3123.0,3,1,2,664.0,Southern Metropolitan,6482,2100000,Nearby,6
15313,Hawthorn East,2,h,Fletchers,2016-09-17,7.5,3123.0,2,1,0,229.0,Southern Metropolitan,6482,1335000,Nearby,3
15314,Hawthorn East,3,h,Jellis,2016-09-17,7.5,3123.0,3,2,2,431.0,Southern Metropolitan,6482,1825000,Nearby,7
15315,Heidelberg,2,t,Miles,2016-09-17,10.6,3084.0,2,1,1,88.0,Eastern Metropolitan,2890,595000,Nearby,4
15316,Kingsville,2,h,Village,2016-09-17,7.8,3012.0,2,1,1,220.0,Western Metropolitan,1808,685000,Nearby,4
15317,Kingsville,3,t,Jas,2016-09-17,7.8,3012.0,2,1,1,200.0,Western Metropolitan,1808,600000,Nearby,4
15318,Murrumbeena,2,u,Gary,2016-09-17,12.1,3163.0,1,1,1,50.0,Southern Metropolitan,4442,480000,Nearby,3
15319,Ormond,3,h,McGrath,2016-09-17,11.8,3204.0,3,1,1,593.0,Southern Metropolitan,3578,1350000,Nearby,5
15320,Ormond,1,u,Thomson,2016-09-17,11.8,3204.0,1,1,1,50.0,Southern Metropolitan,3578,296000,Nearby,3
15321,West Footscray,3,h,Sweeney,2016-09-17,8.2,3012.0,3,1,2,434.0,Western Metropolitan,5058,915000,Nearby,6
15322,West Footscray,4,h,Sweeney,2016-09-17,8.2,3012.0,2,1,2,426.0,Western Metropolitan,5058,830000,Nearby,5
15323,Glen Huntly,2,u,Ray,2016-09-17,10.4,3163.0,1,1,1,50.0,Southern Metropolitan,2403,400000,Nearby,3
15324,Oakleigh,3,h,Ray,2016-09-17,14.0,3166.0,3,1,2,643.0,Southern Metropolitan,3224,1045000,Nearby,6
15325,Oakleigh,3,h,Buxton,2016-09-17,14.0,3166.0,2,1,2,691.0,Southern Metropolitan,3224,865000,Nearby,5
15326,South Kingsville,3,h,hockingstuart,2016-09-17,9.1,3015.0,3,2,2,738.0,Western Metropolitan,984,845000,Nearby,7
15327,Seaholme,5,h,Greg,2016-09-17,12.7,3018.0,5,3,6,705.0,Western Metropolitan,852,1415000,Nearby,14
15328,Seaholme,4,t,Greg,2016-09-17,12.7,3018.0,2,1,1,200.0,Western Metropolitan,852,1060000,Nearby,4
15329,Abbotsford,4,h,Kay,2017-03-18,2.5,3067.0,4,2,2,780.0,Northern Metropolitan,4019,1330000,Nearby,8
15330,Abbotsford,3,t,Beller,2017-03-18,2.5,3067.0,3,2,2,50.0,Northern Metropolitan,4019,900000,Nearby,7
15331,Abbotsford,3,u,Jellis,2017-03-18,2.5,3067.0,3,2,2,4290.0,Northern Metropolitan,4019,1090000,Nearby,7
15332,Airport West,3,h,Barry,2017-03-18,13.5,3042.0,3,3,2,555.0,Western Metropolitan,3464,810000,Nearby,8
15333,Airport West,3,h,Rendina,2017-03-18,13.5,3042.0,3,2,2,422.0,Western Metropolitan,3464,715000,Nearby,7
15334,Airport West,3,h,Nelson,2017-03-18,13.5,3042.0,3,1,3,614.0,Western Metropolitan,3464,790000,Nearby,7
15335,Albert Park,3,h,Greg,2017-03-18,3.3,3206.0,3,1,0,209.0,Southern Metropolitan,3280,1900000,Nearby,4
15336,Albert Park,3,h,Greg,2017-03-18,3.3,3206.0,3,2,0,147.0,Southern Metropolitan,3280,3010000,Nearby,5
15337,Alphington,2,u,Nelson,2017-03-18,6.4,3078.0,2,1,1,183.0,Northern Metropolitan,2211,820000,Nearby,4
15338,Altona,3,h,Greg,2017-03-18,13.8,3018.0,3,2,2,534.0,Western Metropolitan,5301,840000,Nearby,7
15339,Armadale,3,h,hockingstuart,2017-03-18,6.3,3143.0,3,2,0,336.0,Southern Metropolitan,4836,2360000,Nearby,5
15340,Armadale,2,h,Jellis,2017-03-18,6.3,3143.0,2,2,0,207.0,Southern Metropolitan,4836,1900000,Nearby,4
15341,Armadale,1,u,Jellis,2017-03-18,6.3,3143.0,1,1,1,50.0,Southern Metropolitan,4836,440000,Nearby,3
15342,Ascot Vale,2,h,Brad,2017-03-18,5.9,3032.0,2,1,1,387.0,Western Metropolitan,6567,1150000,Nearby,4
15343,Ascot Vale,3,h,Brad,2017-03-18,5.9,3032.0,3,1,3,575.0,Western Metropolitan,6567,1350000,Nearby,7
15344,Ascot Vale,5,h,Nelson,2017-03-18,5.9,3032.0,5,2,2,521.0,Western Metropolitan,6567,1905000,Nearby,9
15345,Ascot Vale,2,t,Nelson,2017-03-18,5.9,3032.0,2,2,1,146.0,Western Metropolitan,6567,865000,Nearby,5
15346,Ashburton,5,h,Jellis,2017-03-18,11.0,3147.0,5,5,2,755.0,Southern Metropolitan,3052,3510000,Nearby,12
15347,Ashwood,2,h,Jellis,2017-03-18,12.2,3147.0,3,1,1,593.0,Southern Metropolitan,2894,1250000,Nearby,5
15348,Ashwood,3,h,Jellis,2017-03-18,12.2,3147.0,3,1,1,593.0,Southern Metropolitan,2894,1200000,Nearby,5
15349,Ashwood,2,u,Noel,2017-03-18,12.2,3147.0,2,1,1,153.0,Southern Metropolitan,2894,600000,Nearby,4
15350,Ashwood,4,t,AIME,2017-03-18,12.2,3147.0,3,2,1,267.0,Southern Metropolitan,2894,980000,Nearby,6
15351,Avondale Heights,2,u,Nelson,2017-03-18,10.5,3034.0,2,1,1,263.0,Western Metropolitan,4502,440000,Nearby,4
15352,Avondale Heights,3,h,Moonee,2017-03-18,10.5,3034.0,3,1,2,766.0,Western Metropolitan,4502,850000,Nearby,6
15353,Balwyn,2,u,Marshall,2017-03-18,9.7,3103.0,2,1,1,87.0,Southern Metropolitan,5682,754000,Nearby,4
15354,Balwyn,3,h,Marshall,2017-03-18,9.7,3103.0,3,1,1,593.0,Southern Metropolitan,5682,1605000,Nearby,5
15355,Balwyn North,4,h,Marshall,2017-03-18,9.2,3104.0,4,3,2,869.0,Southern Metropolitan,7809,1720000,Nearby,9
15356,Balwyn North,4,h,Jellis,2017-03-18,9.2,3104.0,4,1,4,1042.0,Southern Metropolitan,7809,1670000,Nearby,9
15357,Balwyn North,2,h,Nelson,2017-03-18,9.2,3104.0,2,1,2,467.0,Southern Metropolitan,7809,1350000,Nearby,5
15358,Balwyn North,3,h,Jellis,2017-03-18,9.2,3104.0,3,1,1,593.0,Southern Metropolitan,7809,2086000,Nearby,5
15359,Balwyn North,4,h,Fletchers,2017-03-18,9.2,3104.0,4,2,2,667.0,Southern Metropolitan,7809,1675000,Nearby,8
15360,Balwyn North,4,t,Noel,2017-03-18,9.2,3104.0,4,3,1,362.0,Southern Metropolitan,7809,1680000,Nearby,8
15361,Bentleigh,2,u,hockingstuart,2017-03-18,13.0,3204.0,2,1,1,677.0,Southern Metropolitan,6795,725000,Nearby,4
15362,Bentleigh,4,t,hockingstuart,2017-03-18,13.0,3204.0,3,2,1,267.0,Southern Metropolitan,6795,1380000,Nearby,6
15363,Bentleigh,3,t,Buxton,2017-03-18,13.0,3204.0,3,2,2,147.0,Southern Metropolitan,6795,825000,Nearby,7
15364,Bentleigh,3,t,Buxton,2017-03-18,13.0,3204.0,3,2,2,50.0,Southern Metropolitan,6795,1235000,Nearby,7
15365,Bentleigh,3,u,Ray,2017-03-18,13.0,3204.0,1,1,1,50.0,Southern Metropolitan,6795,820000,Nearby,3
15366,Bentleigh East,3,t,Buxton,2017-03-18,13.9,3165.0,3,2,2,327.0,Southern Metropolitan,10969,1030000,Nearby,7
15367,Bentleigh East,3,t,Matthew,2017-03-18,13.9,3165.0,3,2,2,267.0,Southern Metropolitan,10969,970000,Nearby,7
15368,Bentleigh East,3,h,hockingstuart,2017-03-18,13.9,3165.0,3,1,2,580.0,Southern Metropolitan,10969,930000,Nearby,6
15369,Bentleigh East,4,h,C21,2017-03-18,13.9,3165.0,4,2,2,640.0,Southern Metropolitan,10969,1510000,Nearby,8
15370,Bentleigh East,3,t,Buxton,2017-03-18,13.9,3165.0,3,2,2,518.0,Southern Metropolitan,10969,1240000,Nearby,7
15371,Bentleigh East,3,h,C21,2017-03-18,13.9,3165.0,3,2,2,213.0,Southern Metropolitan,10969,823000,Nearby,7
15372,Bentleigh East,4,h,Woodards,2017-03-18,13.9,3165.0,4,2,2,606.0,Southern Metropolitan,10969,1310000,Nearby,8
15373,Bentleigh East,4,h,hockingstuart,2017-03-18,13.9,3165.0,3,1,1,593.0,Southern Metropolitan,10969,1270000,Nearby,5
15374,Bentleigh East,4,h,hockingstuart,2017-03-18,13.9,3165.0,4,2,2,674.0,Southern Metropolitan,10969,1475000,Nearby,8
15375,Bentleigh East,4,t,Buxton,2017-03-18,13.9,3165.0,4,2,1,450.0,Southern Metropolitan,10969,950000,Nearby,7
15376,Box Hill,1,u,Lindellas,2017-03-18,13.1,3128.0,1,1,1,79.0,Eastern Metropolitan,4605,340000,Nearby,3
15377,Braybrook,3,h,GL,2017-03-18,10.8,3019.0,3,1,1,537.0,Western Metropolitan,3589,610000,Nearby,5
15378,Braybrook,3,h,YPA,2017-03-18,10.8,3019.0,3,1,0,557.0,Western Metropolitan,3589,696000,Nearby,4
15379,Brighton,3,h,Nick,2017-03-18,11.2,3186.0,3,3,2,482.0,Southern Metropolitan,10579,2450000,Nearby,8
15380,Brighton,2,u,Marshall,2017-03-18,11.2,3186.0,2,1,1,107.0,Southern Metropolitan,10579,858000,Nearby,4
15381,Brighton,3,t,Marshall,2017-03-18,11.2,3186.0,3,2,1,313.0,Southern Metropolitan,10579,1427000,Nearby,6
15382,Brighton,3,t,Marshall,2017-03-18,11.2,3186.0,3,3,2,311.0,Southern Metropolitan,10579,2517500,Nearby,8
15383,Brighton,4,h,Biggin,2017-03-18,11.2,3186.0,4,2,4,569.0,Southern Metropolitan,10579,2800000,Nearby,10
15384,Brighton,4,h,Nick,2017-03-18,11.2,3186.0,3,1,1,593.0,Southern Metropolitan,10579,2300000,Nearby,5
15385,Brighton East,3,h,Buxton,2017-03-18,10.7,3187.0,3,1,1,593.0,Southern Metropolitan,6938,1845000,Nearby,5
15386,Brighton East,2,u,Hodges,2017-03-18,10.7,3187.0,2,1,2,157.0,Southern Metropolitan,6938,770000,Nearby,5
15387,Brunswick,2,u,Nelson,2017-03-18,5.2,3056.0,2,1,1,1140.0,Northern Metropolitan,11918,501000,Nearby,4
15388,Brunswick,3,h,Rendina,2017-03-18,5.2,3056.0,3,1,6,563.0,Northern Metropolitan,11918,1260000,Nearby,10
15389,Brunswick,3,h,Nelson,2017-03-18,5.2,3056.0,3,1,1,482.0,Northern Metropolitan,11918,1276000,Nearby,5
15390,Brunswick,3,h,Nelson,2017-03-18,5.2,3056.0,3,1,2,495.0,Northern Metropolitan,11918,1650000,Nearby,6
15391,Brunswick,2,h,Nelson,2017-03-18,5.2,3056.0,3,1,1,482.0,Northern Metropolitan,11918,1060000,Nearby,5
15392,Brunswick,2,u,Brad,2017-03-18,5.2,3056.0,2,1,1,50.0,Northern Metropolitan,11918,601000,Nearby,4
15393,Brunswick,1,h,Walshe,2017-03-18,5.2,3056.0,1,1,4,330.0,Northern Metropolitan,11918,800000,Nearby,6
15394,Brunswick,2,h,Nelson,2017-03-18,5.2,3056.0,2,1,0,453.0,Northern Metropolitan,11918,1015000,Nearby,3
15395,Brunswick,3,h,Raine,2017-03-18,5.2,3056.0,3,1,1,482.0,Northern Metropolitan,11918,1410000,Nearby,5
15396,Brunswick West,2,u,Jellis,2017-03-18,5.9,3055.0,2,1,1,50.0,Northern Metropolitan,7082,385000,Nearby,4
15397,Brunswick West,2,u,Collins,2017-03-18,5.9,3055.0,2,1,1,50.0,Northern Metropolitan,7082,656000,Nearby,4
15398,Brunswick West,2,u,Ray,2017-03-18,5.9,3055.0,2,1,1,2120.0,Northern Metropolitan,7082,370000,Nearby,4
15399,Bulleen,4,h,McGrath,2017-03-18,11.8,3105.0,4,2,2,744.0,Eastern Metropolitan,4480,1300000,Nearby,8
15400,Bulleen,4,h,Barry,2017-03-18,11.8,3105.0,4,2,2,732.0,Eastern Metropolitan,4480,1250000,Nearby,8
15401,Burwood,3,t,Jellis,2017-03-18,11.7,3125.0,3,2,2,329.0,Southern Metropolitan,5678,1145000,Nearby,7
15402,Burwood,5,h,Fletchers,2017-03-18,11.7,3125.0,5,2,1,824.0,Southern Metropolitan,5678,1410000,Nearby,8
15403,Burwood,4,t,Jellis,2017-03-18,11.7,3125.0,3,2,1,267.0,Southern Metropolitan,5678,902000,Nearby,6
15404,Camberwell,4,h,RT,2017-03-18,7.8,3124.0,3,1,1,593.0,Southern Metropolitan,8920,1946000,Nearby,5
15405,Camberwell,2,u,Noel,2017-03-18,7.8,3124.0,2,2,2,188.0,Southern Metropolitan,8920,805000,Nearby,6
15406,Camberwell,4,h,Jellis,2017-03-18,7.8,3124.0,4,2,2,813.0,Southern Metropolitan,8920,2228000,Nearby,8
15407,Camberwell,3,t,Ray,2017-03-18,7.8,3124.0,3,2,2,132.0,Southern Metropolitan,8920,930000,Nearby,7
15408,Camberwell,2,u,Jellis,2017-03-18,7.8,3124.0,2,1,1,50.0,Southern Metropolitan,8920,590000,Nearby,4
15409,Camberwell,4,h,Jellis,2017-03-18,7.8,3124.0,4,2,2,903.0,Southern Metropolitan,8920,4760000,Nearby,8
15410,Camberwell,3,h,Lindellas,2017-03-18,7.8,3124.0,3,1,1,405.0,Southern Metropolitan,8920,1602500,Nearby,5
15411,Canterbury,5,h,RT,2017-03-18,9.0,3126.0,5,4,4,684.0,Southern Metropolitan,3265,3550000,Nearby,13
15412,Carlton North,1,h,Nelson,2017-03-18,3.2,3054.0,1,1,0,93.0,Northern Metropolitan,3106,885000,Nearby,2
15413,Carlton North,3,h,Nelson,2017-03-18,3.2,3054.0,3,2,0,84.0,Northern Metropolitan,3106,2050000,Nearby,5
15414,Carnegie,2,u,Woodards,2017-03-18,11.4,3163.0,1,1,1,50.0,Southern Metropolitan,7822,706000,Nearby,3
15415,Carnegie,4,h,Jellis,2017-03-18,11.4,3163.0,3,1,1,593.0,Southern Metropolitan,7822,1450000,Nearby,5
15416,Carnegie,3,h,Ray,2017-03-18,11.4,3163.0,3,1,1,620.0,Southern Metropolitan,7822,1287000,Nearby,5
15417,Carnegie,2,u,hockingstuart,2017-03-18,11.4,3163.0,1,1,1,50.0,Southern Metropolitan,7822,650000,Nearby,3
15418,Caulfield North,2,u,Gary,2017-03-18,8.1,3161.0,2,1,1,1092.0,Southern Metropolitan,6923,450000,Nearby,4
15419,Chadstone,3,h,Buxton,2017-03-18,13.6,3148.0,3,1,2,620.0,Southern Metropolitan,3582,1301000,Nearby,6
15420,Clifton Hill,2,h,Nelson,2017-03-18,3.4,3068.0,2,1,0,100.0,Northern Metropolitan,2954,880000,Nearby,3
15421,Clifton Hill,2,h,Nelson,2017-03-18,3.4,3068.0,2,1,0,156.0,Northern Metropolitan,2954,1450000,Nearby,3
15422,Clifton Hill,2,h,Nelson,2017-03-18,3.4,3068.0,2,1,0,170.0,Northern Metropolitan,2954,856000,Nearby,3
15423,Clifton Hill,3,h,Nelson,2017-03-18,3.4,3068.0,3,1,1,482.0,Northern Metropolitan,2954,900000,Nearby,5
15424,Coburg,4,h,Ray,2017-03-18,7.8,3058.0,4,3,1,420.0,Northern Metropolitan,11204,1136000,Nearby,8
15425,Coburg,2,t,Ray,2017-03-18,7.8,3058.0,2,1,1,97.0,Northern Metropolitan,11204,635000,Nearby,4
15426,Coburg,3,u,Harcourts,2017-03-18,7.8,3058.0,1,1,1,50.0,Northern Metropolitan,11204,782000,Nearby,3
15427,Coburg,3,h,Brad,2017-03-18,7.8,3058.0,3,1,1,527.0,Northern Metropolitan,11204,1061000,Nearby,5
15428,Coburg,4,h,Nelson,2017-03-18,7.8,3058.0,4,1,2,370.0,Northern Metropolitan,11204,1155000,Nearby,7
15429,Coburg North,3,h,Raine,2017-03-18,9.2,3058.0,3,1,3,473.0,Northern Metropolitan,3445,745000,Nearby,7
15430,Coburg North,2,u,Brad,2017-03-18,9.2,3058.0,1,1,1,50.0,Northern Metropolitan,3445,520000,Nearby,3
15431,Coburg North,2,u,Brad,2017-03-18,9.2,3058.0,2,1,1,168.0,Northern Metropolitan,3445,532500,Nearby,4
15432,Coburg North,3,h,hockingstuart,2017-03-18,9.2,3058.0,3,2,2,310.0,Northern Metropolitan,3445,750000,Nearby,7
15433,Collingwood,3,h,Jellis,2017-03-18,1.6,3066.0,3,2,0,150.0,Northern Metropolitan,4553,1470000,Nearby,5
15434,Collingwood,2,h,Jellis,2017-03-18,1.6,3066.0,2,1,0,118.0,Northern Metropolitan,4553,670000,Nearby,3
15435,Collingwood,1,u,Jellis,2017-03-18,1.6,3066.0,1,1,1,50.0,Northern Metropolitan,4553,430000,Nearby,3
15436,Collingwood,2,u,Peter,2017-03-18,1.6,3066.0,2,1,1,816.0,Northern Metropolitan,4553,515000,Nearby,4
15437,Doncaster,4,t,Fletchers,2017-03-18,13.9,3108.0,4,2,2,182.0,Eastern Metropolitan,9028,985000,Nearby,8
15438,Doncaster,3,h,Jellis,2017-03-18,13.9,3108.0,3,1,2,651.0,Eastern Metropolitan,9028,1300000,Nearby,6
15439,Eaglemont,2,h,Miles,2017-03-18,10.3,3084.0,2,1,1,1777.0,Eastern Metropolitan,1651,2850000,Nearby,4
15440,Elsternwick,3,h,Biggin,2017-03-18,8.5,3185.0,3,1,1,590.0,Southern Metropolitan,4898,2160000,Nearby,5
15441,Elsternwick,2,u,Rodney,2017-03-18,8.5,3185.0,1,1,1,50.0,Southern Metropolitan,4898,800000,Nearby,3
